job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description_summary
Biosafety Certifier Assistant,118015,NA,NA,$16.20 - $28.80 HRLY,2025-07-30,https://jobs.jhu.edu/job/Baltimore-Biosafety-Certifier-Assistant-MD-21287/1295634900/,jhons_hopkins,High School Diploma or graduation equivalent,False,2025-08-24 18:17:58,"The Department of Health, Safety and Environment is seeking a Biosafety Certifier Assistant which is an introductory position for individuals with mechanical skills who are interested in learning how to maintain HEPA filter equipment. This position facilitates maintenance and certification programs for biosafety cabinets, laminar air flow cabinets, and portable HEPA filters as part of the functions of the Biosafety Office. Assists with biosafety-related matters as stipulated by the Biosafety Officer."
Physician Assistant,118378,Goodyear,Arizona,"$105,000 - $152,900 Annually",2025-07-30,https://jobs.jhu.edu/job/Goodyear-Physician-Assistant-AZ-85395/1303774400/,jhons_hopkins,Bachelor's Degree; Certification by the NCCPA or similar national certifying body; Completion of a CAAHEP-certified Physician Assistant program.,False,2025-08-24 18:18:05,"The Division of Occupational and Environmental Medicine is seeking a Physician Assistant to manage the day-to-day clinical and operational activities of the PepsiCo plant in Goodyear, Arizona. The position reports directly to the West Regional Coordinator for the PepsiCo/JHU partnership. The position also works closely with the Executive Director and Division Administrator of the Division of Occupational and Environmental Medicine."
Nurse Practitioner,118369,Goodyear,AR,"$105,000 - $152,900 Annually",2025-07-30,https://jobs.jhu.edu/job/Goodyear-Nurse-Practitioner-AZ-85395/1303776100/,jhons_hopkins,Master's Degree in nursing,False,2025-08-24 18:18:17,"The Division of Occupational and Environmental Medicine is seeking a Nurse Practitioner to manage the day-to-day clinical and operational activities of the PepsiCo Goodyear Plant. The position provides on-site services at the PepsiCo clinic, offering a range of health care services from triaging injuries to providing support and case management for both work-related and non-work-related conditions, coordinating health education seminars, and managing clinic supplies and medical records. The role also involves providing general medical advice to the PepsiCo Human Resources and Safety/Risk Management departments and ensuring provision of prompt, appropriate clinical care in accordance with PepsiCo and Johns Hopkins University protocols."
JHPD Lateral Police Officer,118401,Baltimore,Maryland,"$70,000",2025-07-30,https://jobs.jhu.edu/job/Baltimore-JHPD-Lateral-Police-Officer-IA/1303831600/,jhons_hopkins,High School Diploma or GED,False,2025-08-24 18:18:25,"Johns Hopkins University Police Department is hiring Police Officers. Applicants need two (2) years of experience as a certified law enforcement officer. Officers will be assigned to work at the Homewood Campus, East Baltimore Campus, and Peabody Campus. Officers will engage with students, faculty, staff, and visitors to provide services and information. Duties include enforcing University policies, laws, interacting with community, and maintaining safety. The position involves shift work and rotating days off."
JHPD Police Sergeant,118402,Baltimore,Maryland,"$116,022",2025-07-30,https://jobs.jhu.edu/job/Baltimore-JHPD-Police-Sergeant-IA/1303833300/,jhons_hopkins,Associate’s Degree in Criminal Justice or related field,False,2025-08-24 18:18:37,"The Johns Hopkins University Police Department is seeking highly motivated individuals to serve as Police Sergeants. We are accepting applications for lateral police candidates who meet the experience qualifications as a certified law enforcement officer in a full-service law enforcement agency (Maryland or Out-of-State). Applicants must be Maryland Police and Correctional Training Commission (MPCTC) Certified OR meet Comparative Compliance Standards. Police Sergeants work in a team environment with integrity, professionalism, humanity and courage to protect the lives and property of the Johns Hopkins community. Johns Hopkins Police Sergeants regularly engage with students, faculty, staff and visitors in a variety of ways in order to provide services and information needed."
JHPD Police Lieutenant,118403,"JHU Homewood, Peabody, East Baltimore",Maryland,"$127,624",2025-07-30,https://jobs.jhu.edu/job/Baltimore-JHPD-Police-Lieutenant-IA/1303838500/,jhons_hopkins,Associate’s Degree in Criminal Justice or related field,False,2025-08-24 18:18:46,"The Johns Hopkins Police Department is seeking highly motivated individuals to serve as Police Lieutenants. This job posting is specifically for current, retired, or previously certified police officers. The Police Lieutenants will work in a team environment to protect the lives and property of the Johns Hopkins community, engaging regularly with students, faculty, staff, and visitors to provide necessary services. The Police Lieutenant will lead through the lens of 21st century policing and ensure officers and supervisors perform duties that further public trust."
Research Specialist,118172,Homewood,NA,$18.25 - $31.89 HRLY,2025-07-30,https://jobs.jhu.edu/job/Baltimore-Research-Specialist-MD-21218/1295669500/,jhons_hopkins,"Bachelor's Degree in Biology, Chemistry or related field",False,2025-08-24 18:18:55,"The Ludington Lab in the Department of Biology at Johns Hopkins University is seeking a Research Specialist that will support the operations of a research laboratory focused on host-microbe interactions in Drosophila melanogaster. The candidate will design and perform experiments investigating microbial interactions in the Drosophila gut microbiome, construct and maintain a BarSeq transposon mutant library for genome-wide functional analysis, isolate and culture gut-associated bacterial strains under sterile conditions, and perform molecular biology techniques including DNA/RNA extraction, PCR, gel electrophoresis, and library preparation for next-generation sequencing."
Systems Engineer,118606,NA,NA,"$73,300 - $128,300 Annually (Commensurate w/exp.)",2025-07-30,https://jobs.jhu.edu/job/Baltimore-Systems-Engineer-MD-21209/1312490900/,jhons_hopkins,Bachelor's Degree.,True,2025-08-24 18:19:02,"IT@JH Engineering Services is seeking a Systems Engineer. In accordance with institutional policies and standards responsible for administration, programming, maintenance, performance, implementation, security and support of various departmental and enterprise-wide platforms, including the installation and testing of new software, operating systems, related utilities/services, and hardware products as well as the integration of new products and etc."
Sr. Medical Office Coordinator,118597,NA,NA,$18.20 - $33.90 HRLY,2025-07-30,https://jobs.jhu.edu/job/Baltimore-Sr_-Medical-Office-Coordinator-MD-21277/1312402800/,jhons_hopkins,High School Diploma or graduation equivalent,True,2025-08-24 18:19:10,"We are seeking a Sr. Medical Office Coordinator. Working collaboratively in the Division of Pediatric Endocrinology, the Medical Office Coordinator is responsible for overseeing the day-to-day activities of a multi-faceted, high volume clinical division to ensure a smoothly functioning office and excellent patient relations. Providing support in a team-based, service-oriented environment to multiple physicians, the Medical Office Coordinator is responsible for a variety of interactions with patients, insurance companies, and other health professionals in preparation for and following up from the clinic visit."
Research Technologist,118500,East Baltimore,Maryland,"$15.70-$26.25 HRLY (Targeted $40,000.00 Annually)",2025-07-30,https://jobs.jhu.edu/job/Baltimore-Research-Technologist-MD-21205/1312632400/,jhons_hopkins,"Bachelor's Degree in Biology, Chemistry, or related field",False,2025-08-24 18:19:22,"The O’Brien Lab in the Department of Biophysics and Biophysical Chemistry at the Johns Hopkins University School of Medicine seeks a full-time Research Technologist. The candidate will support the lab with general day-to-day activities, including ordering, cell/tissue culture and maintenance, biochemistry, molecular biology, and protein purification. While this is a support position, the candidate will have training opportunities. Our lab is a membrane protein biochemistry and biophysics lab, focusing on G-protein coupled receptor structural biology, dynamics, and drug discovery."
